chr	start	end	JC2140_neg	JC2307_neg	JC2307_pos	GC
NC_003062_3_fused	4420001	4425000	2437	2923	2935	0.619
NC_003062_3_fused	4425001	4430000	2407	2748	2818	0.611
NC_003062_3_fused	4430001	4435000	2447	2723	2894	0.603
NC_003062_3_fused	4435001	4440000	2472	2893	3076	0.600
NC_003062_3_fused	4440001	4445000	2480	2884	2958	0.618
NC_003062_3_fused	4445001	4450000	2369	2610	2803	0.597
NC_003062_3_fused	4450001	4455000	2244	2586	2747	0.606
NC_003062_3_fused	4455001	4460000	2376	2593	2651	0.596
NC_003062_3_fused	4460001	4465000	2469	2701	2679	0.603
NC_003062_3_fused	4465001	4470000	2522	2875	2800	0.594
NC_003062_3_fused	4470001	4475000	2408	2740	2849	0.618
NC_003062_3_fused	4475001	4480000	2317	2692	2810	0.600
NC_003062_3_fused	4480001	4485000	2271	2657	2772	0.615
NC_003062_3_fused	4485001	4490000	2262	2710	2627	0.604
NC_003062_3_fused	4490001	4495000	2323	2729	2647	0.611
NC_003062_3_fused	4495001	4500000	2431	2684	2888	0.604
NC_003062_3_fused	4500001	4505000	2431	2601	2937	0.614
NC_003062_3_fused	4505001	4510000	2407	2662	2944	0.616
NC_003062_3_fused	4510001	4515000	2371	2651	3049	0.591
NC_003062_3_fused	4515001	4520000	2444	2766	3042	0.604
NC_003062_3_fused	4520001	4525000	2357	2742	2971	0.598
NC_003062_3_fused	4525001	4530000	2188	2674	2756	0.598
NC_003062_3_fused	4530001	4535000	2209	2631	2823	0.607
NC_003062_3_fused	4535001	4540000	2488	2715	3022	0.617
NC_003062_3_fused	4540001	4545000	2414	2979	3123	0.601
NC_003062_3_fused	4545001	4550000	2436	3032	3019	0.619
NC_003062_3_fused	4550001	4555000	2440	2923	2968	0.627
NC_003062_3_fused	4555001	4560000	2404	2861	3094	0.595
NC_003062_3_fused	4560001	4565000	2618	2676	3024	0.600
NC_003062_3_fused	4565001	4570000	2613	2678	2988	0.586
NC_003062_3_fused	4570001	4575000	2520	2867	2986	0.569
NC_003062_3_fused	4575001	4580000	2543	3036	3075	0.584
NC_003062_3_fused	4580001	4585000	2558	2980	2998	0.592
NC_003062_3_fused	4585001	4590000	2503	2970	2975	0.578
NC_003062_3_fused	4590001	4595000	2350	2801	2867	0.563
NC_003062_3_fused	4595001	4600000	2436	2898	2852	0.495
NC_003062_3_fused	4600001	4605000	2398	2868	2670	0.507
NC_003062_3_fused	4605001	4610000	2497	2817	2659	0.527
NC_003062_3_fused	4610001	4615000	2533	2795	2744	0.608
NC_003062_3_fused	4615001	4620000	2576	2774	2885	0.580
NC_003062_3_fused	4620001	4625000	2576	2885	2814	0.594
NC_003062_3_fused	4625001	4630000	2592	3022	2831	0.591
NC_003062_3_fused	4630001	4635000	2503	2952	2914	0.621
NC_003062_3_fused	4635001	4640000	2496	2862	2902	0.608
NC_003062_3_fused	4640001	4645000	2576	2873	2622	0.607
NC_003062_3_fused	4645001	4650000	2586	2979	2679	0.600
NC_003062_3_fused	4650001	4655000	2592	3181	2815	0.589
NC_003062_3_fused	4655001	4660000	2561	3129	3068	0.606
NC_003062_3_fused	4660001	4665000	2644	2926	3043	0.587
NC_003062_3_fused	4665001	4670000	2515	2749	3040	0.593
NC_003062_3_fused	4670001	4675000	2472	2740	2894	0.587
NC_003062_3_fused	4675001	4680000	2567	2786	2821	0.576
NC_003062_3_fused	4680001	4685000	2613	2734	2932	0.596
NC_003062_3_fused	4685001	4690000	2417	2656	2980	0.619
NC_003062_3_fused	4690001	4695000	2449	2629	3037	0.581
NC_003062_3_fused	4695001	4700000	2385	2777	2690	0.562
NC_003062_3_fused	4700001	4705000	2332	2948	2704	0.593
NC_003062_3_fused	4705001	4710000	2467	2809	2815	0.599
NC_003062_3_fused	4710001	4715000	2541	2806	2963	0.608
NC_003062_3_fused	4715001	4720000	2669	2829	2906	0.615
NC_003062_3_fused	4720001	4725000	2585	2616	2741	0.592
NC_003062_3_fused	4725001	4730000	2440	2580	2735	0.599
NC_003062_3_fused	4730001	4735000	2350	2703	2746	0.605
NC_003062_3_fused	4735001	4740000	2494	2755	2831	0.610
NC_003062_3_fused	4740001	4745000	2576	2811	2735	0.601
NC_003062_3_fused	4745001	4750000	2655	2840	2862	0.591
NC_003062_3_fused	4750001	4755000	2494	2817	2884	0.611
NC_003062_3_fused	4755001	4760000	2457	2820	2883	0.593
NC_003062_3_fused	4760001	4765000	2626	2819	2897	0.597
NC_003062_3_fused	4765001	4770000	2542	2975	2893	0.587
NC_003062_3_fused	4770001	4775000	2476	2945	2915	0.600
NC_003062_3_fused	4775001	4780000	2705	2984	2924	0.583
NC_003062_3_fused	4780001	4785000	2652	3121	2908	0.601
NC_003062_3_fused	4785001	4790000	2666	3033	2889	0.598
NC_003062_3_fused	4790001	4795000	2508	3234	2969	0.595
NC_003062_3_fused	4795001	4800000	2601	3326	3038	0.597
NC_003062_3_fused	4800001	4805000	2588	3153	3103	0.602
NC_003062_3_fused	4805001	4810000	2582	2849	3161	0.573
NC_003062_3_fused	4810001	4815000	2489	2761	3018	0.575
NC_003062_3_fused	4815001	4820000	2594	2807	2854	0.557
NC_003062_3_fused	4820001	4825000	2671	2840	2859	0.566
NC_003062_3_fused	4825001	4830000	2599	3014	3087	0.580
NC_003062_3_fused	4830001	4835000	2565	3148	3099	0.571
NC_003062_3_fused	4835001	4840000	2537	2972	2991	0.594
NC_003062_3_fused	4840001	4845000	2346	2691	2913	0.587
NC_003062_3_fused	4845001	4850000	2248	2583	2775	0.601
NC_003062_3_fused	4850001	4855000	2406	2509	2739	0.574
NC_003062_3_fused	4855001	4860000	2528	2648	2914	0.589
NC_003062_3_fused	4860001	4865000	2465	2897	3032	0.576
NC_003062_3_fused	4865001	4870000	2409	3003	3163	0.559
NC_003062_3_fused	4870001	4875000	2578	2937	3245	0.592
NC_003062_3_fused	4875001	4880000	2609	2953	3301	0.549
NC_003062_3_fused	4880001	4885000	2703	2998	3075	0.587
NC_003062_3_fused	4885001	4890000	2748	3006	3167	0.567
NC_003062_3_fused	4890001	4895000	2790	3105	3095	0.586
NC_003062_3_fused	4895001	4900000	2853	3186	3050	0.568
NC_003062_3_fused	4900001	4905000	2599	3200	3057	0.547
NC_003062_3_fused	4905001	4910000	2707	3365	3728	0.545
NC_003062_3_fused	4910001	4915000	3460	4357	5772	0.560
NC_003062_3_fused	4915001	4920000	3306	4225	5827	0.538
NC_003062_3_fused	4920001	4925000	248	287	331	0.536
NC_003062_3_fused	4925001	4930000	126	162	169	0.560
NC_003062_3_fused	4930001	4935000	14	19	19	0.549
NC_003062_3_fused	4935001	4940000	0	0	0	0.538
NC_003064	1	5000	394	440	295	0.568
NC_003064	5001	10000	564	612	511	0.604
NC_003064	10001	15000	561	706	578	0.562
NC_003064	15001	20000	573	637	641	0.581
NC_003064	20001	25000	621	557	551	0.546
NC_003064	25001	30000	561	520	497	0.553
NC_003064	30001	35000	507	499	485	0.464
NC_003064	35001	40000	436	519	528	0.512
NC_003064	40001	45000	441	478	514	0.530
NC_003064	45001	50000	482	467	532	0.574
NC_003064	50001	55000	502	534	521	0.603
NC_003064	55001	60000	552	570	557	0.576
NC_003064	60001	65000	599	503	467	0.577
NC_003064	65001	70000	535	528	466	0.574
NC_003064	70001	75000	470	575	540	0.579
NC_003064	75001	80000	416	594	471	0.571
NC_003064	80001	85000	477	527	513	0.583
NC_003064	85001	90000	401	504	456	0.574
NC_003064	90001	95000	381	475	410	0.558
NC_003064	95001	100000	374	428	482	0.571
NC_003064	100001	105000	317	408	413	0.591
NC_003064	105001	110000	271	390	382	0.610
NC_003064	110001	115000	169	384	360	0.589
NC_003064	115001	120000	93	247	301	0.615
NC_003064	120001	125000	455	368	519	0.552
NC_003064	125001	130000	496	423	420	0.548
NC_003064	130001	135000	471	370	384	0.554
NC_003064	135001	140000	445	396	388	0.569
NC_003064	140001	145000	475	435	424	0.578
NC_003064	145001	150000	445	478	479	0.581
NC_003064	150001	155000	523	458	498	0.546
NC_003064	155001	160000	452	461	470	0.527
NC_003064	160001	165000	533	507	549	0.585
NC_003064	165001	170000	532	564	471	0.573
NC_003064	170001	175000	540	578	446	0.581
NC_003064	175001	180000	638	572	499	0.598
NC_003064	180001	185000	603	555	402	0.576
NC_003064	185001	190000	604	525	396	0.600
NC_003064	190001	195000	637	498	499	0.566
NC_003064	195001	200000	603	549	560	0.581
NC_003064	200001	205000	608	564	501	0.581
NC_003064	205001	210000	746	605	560	0.563
NC_003064	210001	215000	0	0	0	0.598
NC_003064	215001	220000	0	0	0	0.579
NC_003064	220001	225000	0	0	0	0.596
NC_003064	225001	230000	0	0	0	0.573
NC_003064	230001	235000	0	0	0	0.583
NC_003064	235001	240000	0	0	0	0.582
NC_003064	240001	245000	0	0	0	0.594
NC_003064	245001	250000	0	0	0	0.574
NC_003064	250001	255000	0	0	0	0.564
NC_003064	255001	260000	0	0	0	0.548
NC_003064	260001	265000	0	0	0	0.551
NC_003064	265001	270000	0	0	0	0.577
NC_003064	270001	275000	0	0	0	0.586
NC_003064	275001	280000	0	0	0	0.564
NC_003064	280001	285000	0	0	0	0.570
NC_003064	285001	290000	0	0	0	0.584
NC_003064	290001	295000	0	0	0	0.574
NC_003064	295001	300000	0	0	0	0.573
NC_003064	300001	305000	0	0	0	0.574
NC_003064	305001	310000	0	0	0	0.586
NC_003064	310001	315000	0	0	0	0.579
NC_003064	315001	320000	0	0	0	0.583
NC_003064	320001	325000	0	0	0	0.578
NC_003064	325001	330000	0	0	0	0.581
NC_003064	330001	335000	0	0	0	0.568
NC_003064	335001	340000	0	0	0	0.571
NC_003064	340001	345000	0	0	0	0.554
NC_003064	345001	350000	0	0	0	0.564
NC_003064	350001	355000	0	0	0	0.556
NC_003064	355001	360000	0	0	0	0.598
NC_003064	360001	365000	0	0	0	0.557
NC_003064	365001	370000	0	0	0	0.558
NC_003064	370001	375000	0	0	0	0.602
NC_003064	375001	380000	0	0	0	0.567
NC_003064	380001	385000	0	0	0	0.573
NC_003064	385001	390000	0	0	0	0.584
NC_003064	390001	395000	0	0	0	0.584
NC_003064	395001	400000	0	0	0	0.570
NC_003064	400001	405000	0	0	0	0.565
NC_003064	405001	410000	712	646	604	0.592
NC_003064	410001	415000	734	659	618	0.588
NC_003064	415001	420000	700	591	586	0.591
NC_003064	420001	425000	669	625	664	0.567
NC_003064	425001	430000	633	577	656	0.567
NC_003064	430001	435000	600	554	571	0.551
NC_003064	435001	440000	607	563	624	0.601
NC_003064	440001	445000	572	628	562	0.568
NC_003064	445001	450000	477	604	482	0.577
NC_003064	450001	455000	563	586	400	0.600
NC_003064	455001	460000	590	566	442	0.609
NC_003064	460001	465000	565	595	537	0.548
NC_003064	465001	470000	604	507	564	0.596
NC_003064	470001	475000	578	513	489	0.577
NC_003064	475001	480000	473	536	426	0.543
NC_003064	480001	485000	438	539	384	0.556
NC_003064	485001	490000	412	481	396	0.567
NC_003064	490001	495000	580	536	544	0.573
NC_003064	495001	500000	687	648	561	0.575
NC_003064	500001	505000	563	577	508	0.583
NC_003064	505001	510000	571	624	508	0.552
NC_003064	510001	515000	678	562	468	0.584
NC_003064	515001	520000	622	555	503	0.602
NC_003064	520001	525000	648	594	581	0.560
NC_003064	525001	530000	585	578	490	0.586
NC_003064	530001	535000	518	629	481	0.593
NC_003064	535001	540000	562	593	461	0.564
NC_003064	540001	545000	548	639	438	0.582
NC_003065	1	5000	150	203	137	0.462
NC_003065	5001	10000	262	416	246	0.454
NC_003065	10001	15000	187	399	281	0.455
NC_003065	15001	20000	124	422	308	0.480
NC_003065	20001	25000	129	435	263	0.452
NC_003065	25001	30000	188	361	227	0.607
NC_003065	30001	35000	233	366	247	0.596
NC_003065	35001	40000	258	498	302	0.571
NC_003065	40001	45000	292	486	321	0.598
NC_003065	45001	50000	295	476	322	0.634
NC_003065	50001	55000	273	444	256	0.572
NC_003065	55001	60000	240	327	273	0.578
NC_003065	60001	65000	272	368	310	0.557
NC_003065	65001	70000	248	416	308	0.587
NC_003065	70001	75000	255	437	256	0.595
NC_003065	75001	80000	319	459	363	0.569
NC_003065	80001	85000	301	505	396	0.581
NC_003065	85001	90000	306	463	348	0.589
NC_003065	90001	95000	284	528	337	0.608
NC_003065	95001	100000	281	454	324	0.586
NC_003065	100001	105000	301	442	344	0.598
NC_003065	105001	110000	296	424	336	0.590
NC_003065	110001	115000	316	367	277	0.621
NC_003065	115001	120000	307	366	257	0.598
NC_003065	120001	125000	348	436	310	0.635
NC_003065	125001	130000	329	463	356	0.626
NC_003065	130001	135000	330	460	318	0.623
NC_003065	135001	140000	315	461	279	0.579
NC_003065	140001	145000	301	501	304	0.610
NC_003065	145001	150000	267	570	305	0.625
NC_003065	150001	155000	296	466	243	0.572
NC_003065	155001	160000	362	444	307	0.561
NC_003065	160001	165000	365	431	301	0.574
NC_003065	165001	170000	310	453	290	0.550
NC_003065	170001	175000	263	441	352	0.520
NC_003065	175001	180000	309	357	388	0.545
NC_003065	180001	185000	315	388	323	0.530
NC_003065	185001	190000	327	362	284	0.554
NC_003065	190001	195000	323	389	295	0.545
NC_003065	195001	200000	313	386	283	0.549
NC_003065	200001	205000	239	424	301	0.542
NC_003065	205001	210000	233	458	337	0.512
NC_003065	210001	215000	287	415	317	0.578
